QuoteId,QuoteNumber,QuoteName,PartnerAccountName,EndUserAccountName,QuoteDate,ProductSKU,ProductName,MSRP,Quantity,DiscountPercent,NetPrice
Q1185,QT-2024-1185,UrbanSecurity 93 - Solution #1185,Pioneer Stores 19,UrbanSecurity 93,2024-03-01,RAD-100,Radio Handheld Basic,299,3,12.22,787.35
Q1185,QT-2024-1185,UrbanSecurity 93 - Solution #1185,Pioneer Stores 19,UrbanSecurity 93,2024-03-01,CAM-1000,Indoor 1080p Camera,199,1,12.92,173.29
Q1185,QT-2024-1185,UrbanSecurity 93 - Solution #1185,Pioneer Stores 19,UrbanSecurity 93,2024-03-01,SRV-EDGE,Edge Server Small,2499,15,2.69,36478.51
Q1443,QT-2024-1443,Prime Group 14 - Solution #1443,Urban Solutions 93,Prime Group 14,2024-03-01,RAD-100,Radio Handheld Basic,299,15,6.47,4194.8
Q1443,QT-2024-1443,Prime Group 14 - Solution #1443,Urban Solutions 93,Prime Group 14,2024-03-01,RAD-100,Radio Handheld Basic,299,18,24.41,4068.22
Q1443,QT-2024-1443,Prime Group 14 - Solution #1443,Urban Solutions 93,Prime Group 14,2024-03-01,CAM-360X,360° Dome Camera,499,2,12.27,875.57
Q1443,QT-2024-1443,Prime Group 14 - Solution #1443,Urban Solutions 93,Prime Group 14,2024-03-01,RAD-200,Radio Handheld Pro,499,3,31.05,1032.11
Q1443,QT-2024-1443,Prime Group 14 - Solution #1443,Urban Solutions 93,Prime Group 14,2024-03-01,LIC-ANALYTICS,Analytics License Per Device,99,17,23.33,1290.32
Q0096,QT-2024-0096,VertexSecurity 36 - Solution #96,Quantum Services 33,VertexSecurity 36,2024-03-02,CAM-1000,Indoor 1080p Camera,199,14,4.5,2660.64
Q0096,QT-2024-0096,VertexSecurity 36 - Solution #96,Quantum Services 33,VertexSecurity 36,2024-03-02,SRV-EDGE,Edge Server Small,2499,14,9.36,31710.78
Q0096,QT-2024-0096,VertexSecurity 36 - Solution #96,Quantum Services 33,VertexSecurity 36,2024-03-02,RAD-100,Radio Handheld Basic,299,13,9.39,3521.97
Q0096,QT-2024-0096,VertexSecurity 36 - Solution #96,Quantum Services 33,VertexSecurity 36,2024-03-02,SRV-EDGE,Edge Server Small,2499,18,3.32,43486.46
Q0490,QT-2024-0490,VertexSecurity 36 - Solution #490,Summit Group 54,VertexSecurity 36,2024-03-02,RAD-200,Radio Handheld Pro,499,13,24.98,4866.48
Q0490,QT-2024-0490,VertexSecurity 36 - Solution #490,Summit Group 54,VertexSecurity 36,2024-03-02,RAD-100,Radio Handheld Basic,299,17,7.03,4725.52
Q0490,QT-2024-0490,VertexSecurity 36 - Solution #490,Summit Group 54,VertexSecurity 36,2024-03-02,RAD-200,Radio Handheld Pro,499,3,7.52,1384.49
Q0501,QT-2024-0501,Summit Stores 79 - Solution #501,Summit Telecom 12,Summit Stores 79,2024-03-03,LIC-CLOUD,Cloud Storage 1TB,149,3,19.57,359.54
Q0501,QT-2024-0501,Summit Stores 79 - Solution #501,Summit Telecom 12,Summit Stores 79,2024-03-03,LIC-ANALYTICS,Analytics License Per Device,99,2,7.54,183.08
Q0501,QT-2024-0501,Summit Stores 79 - Solution #501,Summit Telecom 12,Summit Stores 79,2024-03-03,CAM-1000,Indoor 1080p Camera,199,2,13.98,342.35
Q1074,QT-2024-1074,Urban Stores 21 - Solution #1074,Orion Group 80,Urban Stores 21,2024-03-03,CAM-360X,360° Dome Camera,499,4,18.14,1633.85
Q1074,QT-2024-1074,Urban Stores 21 - Solution #1074,Orion Group 80,Urban Stores 21,2024-03-03,RAD-100,Radio Handheld Basic,299,10,20.87,2366.03
Q1074,QT-2024-1074,Urban Stores 21 - Solution #1074,Orion Group 80,Urban Stores 21,2024-03-03,SRV-PRO,Processing Server Large,5999,6,30.62,24973.34
Q1074,QT-2024-1074,Urban Stores 21 - Solution #1074,Orion Group 80,Urban Stores 21,2024-03-03,RAD-200,Radio Handheld Pro,499,14,2.71,6796.46
Q1074,QT-2024-1074,Urban Stores 21 - Solution #1074,Orion Group 80,Urban Stores 21,2024-03-03,RAD-100,Radio Handheld Basic,299,5,10.38,1339.87
Q1504,QT-2024-1504,MetroMart Holdings - Solution #1504,Skyline Services 17,MetroMart Holdings,2024-03-03,SRV-PRO,Processing Server Large,5999,22,39.75,79514.77
Q1504,QT-2024-1504,MetroMart Holdings - Solution #1504,Skyline Services 17,MetroMart Holdings,2024-03-03,SRV-PRO,Processing Server Large,5999,12,52.14,34450.0
Q1504,QT-2024-1504,MetroMart Holdings - Solution #1504,Skyline Services 17,MetroMart Holdings,2024-03-03,RAD-100,Radio Handheld Basic,299,19,51.02,2782.47
Q1504,QT-2024-1504,MetroMart Holdings - Solution #1504,Skyline Services 17,MetroMart Holdings,2024-03-03,ACC-MOUNT,Universal Wall Mount,39,20,35.41,503.84
Q1504,QT-2024-1504,MetroMart Holdings - Solution #1504,Skyline Services 17,MetroMart Holdings,2024-03-03,LIC-CLOUD,Cloud Storage 1TB,149,10,56.84,643.02
Q0137,QT-2024-0137,Summit Services 77 - Solution #137,Orion Logistics 61,Summit Services 77,2024-03-05,ACC-MOUNT,Universal Wall Mount,39,7,12.37,239.24
Q0137,QT-2024-0137,Summit Services 77 - Solution #137,Orion Logistics 61,Summit Services 77,2024-03-05,RAD-100,Radio Handheld Basic,299,18,14.45,4604.39
Q0210,QT-2024-0210,Evergreen Health Network - Solution #210,Urban Solutions 78,Evergreen Health Network,2024-03-05,SRV-PRO,Processing Server Large,5999,26,13.92,134259.45
Q0537,QT-2024-0537,MetroMart Holdings - Solution #537,Skyline Services 78,MetroMart Holdings,2024-03-05,SRV-PRO,Processing Server Large,5999,6,42.47,20707.2
Q0537,QT-2024-0537,MetroMart Holdings - Solution #537,Skyline Services 78,MetroMart Holdings,2024-03-05,CAM-360X,360° Dome Camera,499,15,39.68,4514.92
Q1540,QT-2024-1540,Urban Stores 21 - Solution #1540,Quantum Solutions 35,Urban Stores 21,2024-03-05,RAD-100,Radio Handheld Basic,299,17,21.86,3971.86
Q1540,QT-2024-1540,Urban Stores 21 - Solution #1540,Quantum Solutions 35,Urban Stores 21,2024-03-05,RAD-100,Radio Handheld Basic,299,9,4.36,2573.69
Q1540,QT-2024-1540,Urban Stores 21 - Solution #1540,Quantum Solutions 35,Urban Stores 21,2024-03-05,RAD-100,Radio Handheld Basic,299,11,19.51,2647.46
Q1540,QT-2024-1540,Urban Stores 21 - Solution #1540,Quantum Solutions 35,Urban Stores 21,2024-03-05,LIC-ANALYTICS,Analytics License Per Device,99,2,14.54,169.21
Q1540,QT-2024-1540,Urban Stores 21 - Solution #1540,Quantum Solutions 35,Urban Stores 21,2024-03-05,RAD-200,Radio Handheld Pro,499,9,32.33,3039.02
Q1631,QT-2024-1631,TinyMart Three - Solution #1631,Summit Stores 85,TinyMart Three,2024-03-06,CAM-360X,360° Dome Camera,499,3,51.93,719.58
Q1631,QT-2024-1631,TinyMart Three - Solution #1631,Summit Stores 85,TinyMart Three,2024-03-06,LIC-CLOUD,Cloud Storage 1TB,149,1,76.65,34.79
Q1631,QT-2024-1631,TinyMart Three - Solution #1631,Summit Stores 85,TinyMart Three,2024-03-06,RAD-200,Radio Handheld Pro,499,2,42.43,574.54
Q1631,QT-2024-1631,TinyMart Three - Solution #1631,Summit Stores 85,TinyMart Three,2024-03-06,CAM-1000,Indoor 1080p Camera,199,3,53.31,278.73
Q0496,QT-2024-0496,BlueShield Government Ops - Solution #496,VertexSecurity 76,BlueShield Government Ops,2024-03-07,LIC-CLOUD,Cloud Storage 1TB,149,28,18.3,3408.6
Q0496,QT-2024-0496,BlueShield Government Ops - Solution #496,VertexSecurity 76,BlueShield Government Ops,2024-03-07,CAM-360X,360° Dome Camera,499,26,5.39,12274.31
Q0513,QT-2024-0513,BlueShield Government Ops - Solution #513,Orion Services 30,BlueShield Government Ops,2024-03-07,CAM-360X,360° Dome Camera,499,17,16.8,7057.52
Q0513,QT-2024-0513,BlueShield Government Ops - Solution #513,Orion Services 30,BlueShield Government Ops,2024-03-07,RAD-100,Radio Handheld Basic,299,18,21.61,4219.02
Q0782,QT-2024-0782,MetroMart Holdings - Solution #782,Quantum Group 38,MetroMart Holdings,2024-03-07,CAM-360X,360° Dome Camera,499,13,32.52,4377.49
Q0782,QT-2024-0782,MetroMart Holdings - Solution #782,Quantum Group 38,MetroMart Holdings,2024-03-07,RAD-100,Radio Handheld Basic,299,13,48.26,2011.29
Q0782,QT-2024-0782,MetroMart Holdings - Solution #782,Quantum Group 38,MetroMart Holdings,2024-03-07,SRV-PRO,Processing Server Large,5999,18,35.19,69984.16
Q0782,QT-2024-0782,MetroMart Holdings - Solution #782,Quantum Group 38,MetroMart Holdings,2024-03-07,LIC-ANALYTICS,Analytics License Per Device,99,5,39.33,300.29
Q0782,QT-2024-0782,MetroMart Holdings - Solution #782,Quantum Group 38,MetroMart Holdings,2024-03-07,RAD-200,Radio Handheld Pro,499,8,40.24,2385.48
Q1405,QT-2024-1405,Nova Group 89 - Solution #1405,Orion Group 80,Nova Group 89,2024-03-07,LIC-ANALYTICS,Analytics License Per Device,99,5,14.69,422.28
Q1405,QT-2024-1405,Nova Group 89 - Solution #1405,Orion Group 80,Nova Group 89,2024-03-07,LIC-CLOUD,Cloud Storage 1TB,149,14,6.55,1949.37
Q1489,QT-2024-1489,TinyMart Two - Solution #1489,Prime Stores 9,TinyMart Two,2024-03-07,RAD-100,Radio Handheld Basic,299,3,58.55,371.77
Q1489,QT-2024-1489,TinyMart Two - Solution #1489,Prime Stores 9,TinyMart Two,2024-03-07,RAD-100,Radio Handheld Basic,299,2,70.19,178.28
Q1489,QT-2024-1489,TinyMart Two - Solution #1489,Prime Stores 9,TinyMart Two,2024-03-07,RAD-100,Radio Handheld Basic,299,3,70.11,268.15
Q1489,QT-2024-1489,TinyMart Two - Solution #1489,Prime Stores 9,TinyMart Two,2024-03-07,RAD-100,Radio Handheld Basic,299,3,42.45,516.24
Q0391,QT-2024-0391,MetroMart Holdings - Solution #391,Pioneer Logistics 50,MetroMart Holdings,2024-03-08,CAM-1000,Indoor 1080p Camera,199,10,38.65,1220.84
Q0425,QT-2024-0425,PioneerSecurity 21 - Solution #425,Orion Telecom 63,PioneerSecurity 21,2024-03-08,CAM-360X,360° Dome Camera,499,18,8.15,8249.7
Q0425,QT-2024-0425,PioneerSecurity 21 - Solution #425,Orion Telecom 63,PioneerSecurity 21,2024-03-08,LIC-CLOUD,Cloud Storage 1TB,149,19,12.87,2466.68
Q0425,QT-2024-0425,PioneerSecurity 21 - Solution #425,Orion Telecom 63,PioneerSecurity 21,2024-03-08,CAM-1000,Indoor 1080p Camera,199,16,14.7,2715.96
Q1123,QT-2024-1123,Lowtown Outlet 02 - Solution #1123,Prime Telecom 29,Lowtown Outlet 02,2024-03-08,SRV-EDGE,Edge Server Small,2499,1,51.72,1206.48
Q1123,QT-2024-1123,Lowtown Outlet 02 - Solution #1123,Prime Telecom 29,Lowtown Outlet 02,2024-03-08,SRV-EDGE,Edge Server Small,2499,3,52.86,3534.41
Q1123,QT-2024-1123,Lowtown Outlet 02 - Solution #1123,Prime Telecom 29,Lowtown Outlet 02,2024-03-08,RAD-100,Radio Handheld Basic,299,1,74.52,76.2
Q1123,QT-2024-1123,Lowtown Outlet 02 - Solution #1123,Prime Telecom 29,Lowtown Outlet 02,2024-03-08,RAD-200,Radio Handheld Pro,499,3,77.98,329.69
Q1123,QT-2024-1123,Lowtown Outlet 02 - Solution #1123,Prime Telecom 29,Lowtown Outlet 02,2024-03-08,SRV-EDGE,Edge Server Small,2499,3,45.75,4067.43
Q1193,QT-2024-1193,NovaCity Infrastructure - Solution #1193,Skyline Group 32,NovaCity Infrastructure,2024-03-08,RAD-100,Radio Handheld Basic,299,24,13.53,6205.0
Q0099,QT-2024-0099,BlueShield Government Ops - Solution #99,Quantum Holdings 34,BlueShield Government Ops,2024-03-09,RAD-200,Radio Handheld Pro,499,27,19.83,10801.63
Q0099,QT-2024-0099,BlueShield Government Ops - Solution #99,Quantum Holdings 34,BlueShield Government Ops,2024-03-09,RAD-100,Radio Handheld Basic,299,6,11.84,1581.62
Q0099,QT-2024-0099,BlueShield Government Ops - Solution #99,Quantum Holdings 34,BlueShield Government Ops,2024-03-09,RAD-100,Radio Handheld Basic,299,11,17.82,2702.75
Q0099,QT-2024-0099,BlueShield Government Ops - Solution #99,Quantum Holdings 34,BlueShield Government Ops,2024-03-09,LIC-ANALYTICS,Analytics License Per Device,99,9,13.57,770.12
Q0290,QT-2024-0290,Sunset Retail Group - Solution #290,Orion Services 30,Sunset Retail Group,2024-03-09,LIC-CLOUD,Cloud Storage 1TB,149,11,33.21,1094.66
Q0290,QT-2024-0290,Sunset Retail Group - Solution #290,Orion Services 30,Sunset Retail Group,2024-03-09,CAM-360X,360° Dome Camera,499,6,47.13,1582.92
Q0406,QT-2024-0406,Pioneer Solutions 1 - Solution #406,Quantum Group 87,Pioneer Solutions 1,2024-03-09,RAD-100,Radio Handheld Basic,299,14,21.71,3277.28
Q0406,QT-2024-0406,Pioneer Solutions 1 - Solution #406,Quantum Group 87,Pioneer Solutions 1,2024-03-09,RAD-100,Radio Handheld Basic,299,4,9.33,1084.41
Q0406,QT-2024-0406,Pioneer Solutions 1 - Solution #406,Quantum Group 87,Pioneer Solutions 1,2024-03-09,CAM-1000,Indoor 1080p Camera,199,9,4.07,1718.09
Q0406,QT-2024-0406,Pioneer Solutions 1 - Solution #406,Quantum Group 87,Pioneer Solutions 1,2024-03-09,RAD-100,Radio Handheld Basic,299,5,8.93,1361.43
Q0406,QT-2024-0406,Pioneer Solutions 1 - Solution #406,Quantum Group 87,Pioneer Solutions 1,2024-03-09,RAD-100,Radio Handheld Basic,299,12,1.22,3544.3
Q0871,QT-2024-0871,Sunset Retail Group - Solution #871,Quantum Solutions 32,Sunset Retail Group,2024-03-09,CAM-360X,360° Dome Camera,499,10,52.94,2348.4
Q0871,QT-2024-0871,Sunset Retail Group - Solution #871,Quantum Solutions 32,Sunset Retail Group,2024-03-09,LIC-ANALYTICS,Analytics License Per Device,99,12,41.74,692.16
Q0909,QT-2024-0909,MetroMart Holdings - Solution #909,Urban Solutions 78,MetroMart Holdings,2024-03-09,LIC-CLOUD,Cloud Storage 1TB,149,13,58.66,800.77
Q0909,QT-2024-0909,MetroMart Holdings - Solution #909,Urban Solutions 78,MetroMart Holdings,2024-03-09,SRV-PRO,Processing Server Large,5999,27,41.95,94031.58
Q1012,QT-2024-1012,Urban Holdings 7 - Solution #1012,Orion Services 30,Urban Holdings 7,2024-03-09,RAD-100,Radio Handheld Basic,299,17,19.97,4067.88
Q1604,QT-2024-1604,TinyMart Two - Solution #1604,Pioneer Group 14,TinyMart Two,2024-03-10,RAD-100,Radio Handheld Basic,299,1,52.64,141.6
Q0122,QT-2024-0122,Prime Group 1 - Solution #122,Pioneer Stores 19,Prime Group 1,2024-03-11,SRV-EDGE,Edge Server Small,2499,5,15.83,10516.62
Q0122,QT-2024-0122,Prime Group 1 - Solution #122,Pioneer Stores 19,Prime Group 1,2024-03-11,SRV-EDGE,Edge Server Small,2499,14,19.73,28084.34
Q0122,QT-2024-0122,Prime Group 1 - Solution #122,Pioneer Stores 19,Prime Group 1,2024-03-11,ACC-MOUNT,Universal Wall Mount,39,16,14.56,533.17
Q0122,QT-2024-0122,Prime Group 1 - Solution #122,Pioneer Stores 19,Prime Group 1,2024-03-11,LIC-CLOUD,Cloud Storage 1TB,149,14,13.59,1802.49
Q0154,QT-2024-0154,PioneerSecurity 21 - Solution #154,Prime Holdings 31,PioneerSecurity 21,2024-03-11,RAD-100,Radio Handheld Basic,299,18,11.42,4767.45
Q0154,QT-2024-0154,PioneerSecurity 21 - Solution #154,Prime Holdings 31,PioneerSecurity 21,2024-03-11,RAD-100,Radio Handheld Basic,299,10,18.49,2437.17
Q0154,QT-2024-0154,PioneerSecurity 21 - Solution #154,Prime Holdings 31,PioneerSecurity 21,2024-03-11,RAD-100,Radio Handheld Basic,299,16,24.94,3590.65
Q0007,QT-2024-0007,Evergreen Health Network - Solution #7,Pioneer Stores 19,Evergreen Health Network,2024-03-12,RAD-100,Radio Handheld Basic,299,30,13.63,7747.25
Q0007,QT-2024-0007,Evergreen Health Network - Solution #7,Pioneer Stores 19,Evergreen Health Network,2024-03-12,LIC-ANALYTICS,Analytics License Per Device,99,14,17.34,1145.63
Q0007,QT-2024-0007,Evergreen Health Network - Solution #7,Pioneer Stores 19,Evergreen Health Network,2024-03-12,LIC-ANALYTICS,Analytics License Per Device,99,23,21.98,1776.48
Q0007,QT-2024-0007,Evergreen Health Network - Solution #7,Pioneer Stores 19,Evergreen Health Network,2024-03-12,RAD-100,Radio Handheld Basic,299,9,12.59,2352.17
Q0822,QT-2024-0822,Sunset Retail Group - Solution #822,Quantum Holdings 34,Sunset Retail Group,2024-03-12,LIC-CLOUD,Cloud Storage 1TB,149,20,55.87,1315.22
Q0822,QT-2024-0822,Sunset Retail Group - Solution #822,Quantum Holdings 34,Sunset Retail Group,2024-03-12,CAM-1000,Indoor 1080p Camera,199,18,58.73,1478.39
Q0822,QT-2024-0822,Sunset Retail Group - Solution #822,Quantum Holdings 34,Sunset Retail Group,2024-03-12,LIC-CLOUD,Cloud Storage 1TB,149,22,33.63,2175.63
Q0822,QT-2024-0822,Sunset Retail Group - Solution #822,Quantum Holdings 34,Sunset Retail Group,2024-03-12,LIC-ANALYTICS,Analytics License Per Device,99,25,59.68,998.01
Q0586,QT-2024-0586,UrbanRetail 7 - Solution #586,Nova Holdings 70,UrbanRetail 7,2024-03-13,SRV-PRO,Processing Server Large,5999,19,16.43,95250.56
Q0586,QT-2024-0586,UrbanRetail 7 - Solution #586,Nova Holdings 70,UrbanRetail 7,2024-03-13,SRV-EDGE,Edge Server Small,2499,14,20.54,27800.16
Q0892,QT-2024-0892,Quantum Holdings 25 - Solution #892,SkylineSecurity 61,Quantum Holdings 25,2024-03-13,LIC-ANALYTICS,Analytics License Per Device,99,7,6.22,649.9
Q0892,QT-2024-0892,Quantum Holdings 25 - Solution #892,SkylineSecurity 61,Quantum Holdings 25,2024-03-13,LIC-ANALYTICS,Analytics License Per Device,99,6,38.93,362.74
Q0892,QT-2024-0892,Quantum Holdings 25 - Solution #892,SkylineSecurity 61,Quantum Holdings 25,2024-03-13,SRV-PRO,Processing Server Large,5999,11,2.23,64519.0
Q0892,QT-2024-0892,Quantum Holdings 25 - Solution #892,SkylineSecurity 61,Quantum Holdings 25,2024-03-13,RAD-200,Radio Handheld Pro,499,13,20.12,5181.63
Q1579,QT-2024-1579,Pioneer Solutions 1 - Solution #1579,SkylineSecurity 61,Pioneer Solutions 1,2024-03-13,CAM-360X,360° Dome Camera,499,15,1.01,7409.56
Q1579,QT-2024-1579,Pioneer Solutions 1 - Solution #1579,SkylineSecurity 61,Pioneer Solutions 1,2024-03-13,CAM-360X,360° Dome Camera,499,10,21.29,3927.4
Q1579,QT-2024-1579,Pioneer Solutions 1 - Solution #1579,SkylineSecurity 61,Pioneer Solutions 1,2024-03-13,LIC-ANALYTICS,Analytics License Per Device,99,10,29.06,702.27
Q1579,QT-2024-1579,Pioneer Solutions 1 - Solution #1579,SkylineSecurity 61,Pioneer Solutions 1,2024-03-13,RAD-100,Radio Handheld Basic,299,15,18.74,3644.3
Q0283,QT-2024-0283,Everline Group 32 - Solution #283,Skyline Group 32,Everline Group 32,2024-03-14,LIC-CLOUD,Cloud Storage 1TB,149,9,20.43,1067.02
Q0283,QT-2024-0283,Everline Group 32 - Solution #283,Skyline Group 32,Everline Group 32,2024-03-14,CAM-360X,360° Dome Camera,499,8,9.62,3607.97
Q0977,QT-2024-0977,Sunset Retail Group - Solution #977,Quantum Group 34,Sunset Retail Group,2024-03-14,RAD-100,Radio Handheld Basic,299,16,49.85,2399.29
Q1031,QT-2024-1031,Prime Group 1 - Solution #1031,Prime Holdings 31,Prime Group 1,2024-03-14,CAM-1000,Indoor 1080p Camera,199,20,21.31,3131.87
Q1031,QT-2024-1031,Prime Group 1 - Solution #1031,Prime Holdings 31,Prime Group 1,2024-03-14,LIC-ANALYTICS,Analytics License Per Device,99,17,2.4,1642.56
Q1315,QT-2024-1315,MetroMart Holdings - Solution #1315,Summit Telecom 12,MetroMart Holdings,2024-03-14,RAD-100,Radio Handheld Basic,299,6,45.26,982.01
Q1315,QT-2024-1315,MetroMart Holdings - Solution #1315,Summit Telecom 12,MetroMart Holdings,2024-03-14,RAD-100,Radio Handheld Basic,299,17,36.88,3208.53
Q0103,QT-2024-0103,MetroMart Holdings - Solution #103,Quantum Group 38,MetroMart Holdings,2024-03-15,SRV-PRO,Processing Server Large,5999,22,36.51,83792.18
Q0103,QT-2024-0103,MetroMart Holdings - Solution #103,Quantum Group 38,MetroMart Holdings,2024-03-15,RAD-100,Radio Handheld Basic,299,15,39.1,2731.56
Q0103,QT-2024-0103,MetroMart Holdings - Solution #103,Quantum Group 38,MetroMart Holdings,2024-03-15,LIC-CLOUD,Cloud Storage 1TB,149,11,58.11,686.5
Q0103,QT-2024-0103,MetroMart Holdings - Solution #103,Quantum Group 38,MetroMart Holdings,2024-03-15,ACC-MOUNT,Universal Wall Mount,39,8,52.41,148.49
Q0103,QT-2024-0103,MetroMart Holdings - Solution #103,Quantum Group 38,MetroMart Holdings,2024-03-15,LIC-ANALYTICS,Analytics License Per Device,99,12,50.87,583.68
Q1156,QT-2024-1156,Vertex Group 36 - Solution #1156,Orion Services 30,Vertex Group 36,2024-03-15,LIC-ANALYTICS,Analytics License Per Device,99,11,30.1,761.22
Q1249,QT-2024-1249,Random Buy Kiosk - Solution #1249,NovaRetail 97,Random Buy Kiosk,2024-03-15,CAM-1000,Indoor 1080p Camera,199,1,42.36,114.71
Q1249,QT-2024-1249,Random Buy Kiosk - Solution #1249,NovaRetail 97,Random Buy Kiosk,2024-03-15,RAD-100,Radio Handheld Basic,299,3,65.66,308.04
Q1249,QT-2024-1249,Random Buy Kiosk - Solution #1249,NovaRetail 97,Random Buy Kiosk,2024-03-15,LIC-ANALYTICS,Analytics License Per Device,99,1,43.66,55.78
Q1571,QT-2024-1571,Vertex Group 36 - Solution #1571,VertexSecurity 76,Vertex Group 36,2024-03-15,RAD-100,Radio Handheld Basic,299,7,22.31,1625.98
Q1571,QT-2024-1571,Vertex Group 36 - Solution #1571,VertexSecurity 76,Vertex Group 36,2024-03-15,ACC-MOUNT,Universal Wall Mount,39,20,16.43,651.83
Q1571,QT-2024-1571,Vertex Group 36 - Solution #1571,VertexSecurity 76,Vertex Group 36,2024-03-15,LIC-CLOUD,Cloud Storage 1TB,149,20,19.78,2390.61
Q1571,QT-2024-1571,Vertex Group 36 - Solution #1571,VertexSecurity 76,Vertex Group 36,2024-03-15,RAD-100,Radio Handheld Basic,299,11,18.79,2671.08
Q1571,QT-2024-1571,Vertex Group 36 - Solution #1571,VertexSecurity 76,Vertex Group 36,2024-03-15,LIC-CLOUD,Cloud Storage 1TB,149,13,13.9,1667.77
Q1578,QT-2024-1578,Urban Stores 21 - Solution #1578,Summit Group 54,Urban Stores 21,2024-03-15,RAD-100,Radio Handheld Basic,299,13,2.42,3792.81
Q1578,QT-2024-1578,Urban Stores 21 - Solution #1578,Summit Group 54,Urban Stores 21,2024-03-15,RAD-100,Radio Handheld Basic,299,7,16.06,1756.88
Q1578,QT-2024-1578,Urban Stores 21 - Solution #1578,Summit Group 54,Urban Stores 21,2024-03-15,ACC-MOUNT,Universal Wall Mount,39,12,1.55,460.73
Q1578,QT-2024-1578,Urban Stores 21 - Solution #1578,Summit Group 54,Urban Stores 21,2024-03-15,LIC-ANALYTICS,Analytics License Per Device,99,6,24.15,450.55
Q1578,QT-2024-1578,Urban Stores 21 - Solution #1578,Summit Group 54,Urban Stores 21,2024-03-15,RAD-100,Radio Handheld Basic,299,20,18.61,4867.4
Q1283,QT-2024-1283,Noisy Demand Inc - Solution #1283,Summit Telecom 12,Noisy Demand Inc,2024-03-16,CAM-1000,Indoor 1080p Camera,199,1,63.28,73.07
Q1283,QT-2024-1283,Noisy Demand Inc - Solution #1283,Summit Telecom 12,Noisy Demand Inc,2024-03-16,ACC-MOUNT,Universal Wall Mount,39,1,44.77,21.54
Q1283,QT-2024-1283,Noisy Demand Inc - Solution #1283,Summit Telecom 12,Noisy Demand Inc,2024-03-16,LIC-ANALYTICS,Analytics License Per Device,99,2,49.92,99.16
Q1283,QT-2024-1283,Noisy Demand Inc - Solution #1283,Summit Telecom 12,Noisy Demand Inc,2024-03-16,ACC-MOUNT,Universal Wall Mount,39,3,72.85,31.77
Q1283,QT-2024-1283,Noisy Demand Inc - Solution #1283,Summit Telecom 12,Noisy Demand Inc,2024-03-16,CAM-1000,Indoor 1080p Camera,199,2,55.68,176.41
Q0225,QT-2024-0225,MetroMart Holdings - Solution #225,Skyline Group 32,MetroMart Holdings,2024-03-17,CAM-360X,360° Dome Camera,499,6,42.86,1710.91
Q0225,QT-2024-0225,MetroMart Holdings - Solution #225,Skyline Group 32,MetroMart Holdings,2024-03-17,RAD-200,Radio Handheld Pro,499,9,34.83,2926.88
Q0225,QT-2024-0225,MetroMart Holdings - Solution #225,Skyline Group 32,MetroMart Holdings,2024-03-17,LIC-ANALYTICS,Analytics License Per Device,99,5,39.92,297.41
Q0225,QT-2024-0225,MetroMart Holdings - Solution #225,Skyline Group 32,MetroMart Holdings,2024-03-17,SRV-PRO,Processing Server Large,5999,9,31.2,37146.77
Q0225,QT-2024-0225,MetroMart Holdings - Solution #225,Skyline Group 32,MetroMart Holdings,2024-03-17,LIC-CLOUD,Cloud Storage 1TB,149,24,31.53,2448.64
Q0718,QT-2024-0718,Urban Group 67 - Solution #718,Summit Stores 85,Urban Group 67,2024-03-17,LIC-CLOUD,Cloud Storage 1TB,149,17,7.81,2335.27
Q0718,QT-2024-0718,Urban Group 67 - Solution #718,Summit Stores 85,Urban Group 67,2024-03-17,RAD-200,Radio Handheld Pro,499,4,14.57,1705.2
Q0718,QT-2024-0718,Urban Group 67 - Solution #718,Summit Stores 85,Urban Group 67,2024-03-17,ACC-MOUNT,Universal Wall Mount,39,1,0.81,38.69
Q0718,QT-2024-0718,Urban Group 67 - Solution #718,Summit Stores 85,Urban Group 67,2024-03-17,RAD-100,Radio Handheld Basic,299,2,3.48,577.18
Q0718,QT-2024-0718,Urban Group 67 - Solution #718,Summit Stores 85,Urban Group 67,2024-03-17,LIC-ANALYTICS,Analytics License Per Device,99,2,5.89,186.34
Q0392,QT-2024-0392,BlueShield Government Ops - Solution #392,Nova Holdings 70,BlueShield Government Ops,2024-03-19,SRV-PRO,Processing Server Large,5999,20,7.56,110911.35
Q1498,QT-2024-1498,Nova Logistics 22 - Solution #1498,Prime Stores 9,Nova Logistics 22,2024-03-19,LIC-ANALYTICS,Analytics License Per Device,99,17,6.49,1573.74
Q1498,QT-2024-1498,Nova Logistics 22 - Solution #1498,Prime Stores 9,Nova Logistics 22,2024-03-19,RAD-100,Radio Handheld Basic,299,13,18.74,3158.6
Q0171,QT-2024-0171,MetroMart Holdings - Solution #171,Urban Solutions 78,MetroMart Holdings,2024-03-20,SRV-EDGE,Edge Server Small,2499,7,54.65,7933.1
Q0171,QT-2024-0171,MetroMart Holdings - Solution #171,Urban Solutions 78,MetroMart Holdings,2024-03-20,SRV-EDGE,Edge Server Small,2499,28,56.6,30368.12
Q0662,QT-2024-0662,Prime Telecom 55 - Solution #662,Prime Stores 9,Prime Telecom 55,2024-03-21,ACC-MOUNT,Universal Wall Mount,39,12,4.66,446.17
Q0662,QT-2024-0662,Prime Telecom 55 - Solution #662,Prime Stores 9,Prime Telecom 55,2024-03-21,RAD-100,Radio Handheld Basic,299,7,13.39,1812.84
